koi_pdisposition,koi_score,koi_fpflag_ss,koi_fpflag_nt,koi_fpflag_ec,koi_fpflag_co,koi_depth,koi_period,koi_teq,koi_model_snr
FALSE POSITIVE,0.0,0,0,1,1,45.8,3.55643514,1297.0,13.4
FALSE POSITIVE,0.0,1,0,0,0,436510.0,10.643743766,675.0,3167.9
FALSE POSITIVE,0.0,1,0,0,0,98872.0,5.321224925,958.0,1203.4
FALSE POSITIVE,0.0,0,1,1,0,58.5,1.72128752,1415.0,7.7
FALSE POSITIVE,0.0,0,1,0,0,271.7,12.4964346,1397.0,141.5
FALSE POSITIVE,0.0,1,0,0,0,44980.0,13.254134073,990.0,2281.0
FALSE POSITIVE,0.0,1,0,1,0,34470.0,5.801881299,2001.0,3642.0
FALSE POSITIVE,0.0,1,0,0,0,391260.0,42.032096076,622.0,2164.4
FALSE POSITIVE,0.0,1,0,0,0,60118.0,6.570421193,946.0,712.6
FALSE POSITIVE,0.0,0,1,0,0,10579.0,204.280255,236.0,35.1
FALSE POSITIVE,0.0,0,0,1,0,128.6,5.2438269,743.0,11.3
FALSE POSITIVE,0.0,1,0,0,0,56616.0,8.098754149,1176.0,5402.0
FALSE POSITIVE,0.0,0,1,0,1,43.1,0.612888148,2796.0,15.9
FALSE POSITIVE,0.0,1,0,0,0,326630.0,30.476518853,592.0,1347.9
FALSE POSITIVE,0.433,0,1,0,0,126.8,97.991569,467.0,9.0
CANDIDATE,0.378,0,0,0,0,297.2,11.3251153,674.0,7.0
FALSE POSITIVE,0.0,1,0,0,0,212530.0,0.784294574,2651.0,1751.1
CANDIDATE,0.61,1,0,0,0,40368.0,0.687772143,2097.0,679.8
FALSE POSITIVE,0.0,1,0,0,0,202490.0,43.204596783,519.0,4750.2
FALSE POSITIVE,0.0,0,0,1,1,68.4,1.89134156,1673.0,10.3
FALSE POSITIVE,0.0,1,0,0,0,141390.0,8.209514329,1371.0,6579.3
FALSE POSITIVE,0.0,1,0,0,0,344200.0,1.8824381819999998,1818.0,2051.3
FALSE POSITIVE,0.0,1,0,0,0,102990.0,17.946328114,845.0,3497.6
CANDIDATE,0.968,0,0,0,0,914.6,374.878133,282.0,21.9
FALSE POSITIVE,0.0,1,0,0,0,121320.0,1.6208136969999998,1733.0,680.4
CANDIDATE,0.413,0,0,0,0,101.7,0.9951412,509.0,17.6
FALSE POSITIVE,0.0,0,0,1,0,71.0,5.7768734,1399.0,10.1
FALSE POSITIVE,0.0,1,0,0,0,386680.0,5.08840787,937.0,3095.0
FALSE POSITIVE,0.0,1,0,0,0,3063.0,1.0535736740000001,4319.0,445.3
CANDIDATE,0.902,0,0,0,0,541.4,377.501257,242.0,13.9
FALSE POSITIVE,0.0,0,0,0,1,58.3,0.44782061799999995,3141.0,28.4
CANDIDATE,1.0,0,0,0,0,411.4,0.92623983,1208.0,9.1
FALSE POSITIVE,0.0,1,0,0,0,4879.8,3.5210506789999996,2434.0,337.2
CANDIDATE,0.981,0,0,0,0,44.6,5.68325648,1257.0,10.0
FALSE POSITIVE,0.0,0,1,1,1,40.5,4.44709107,1228.0,22.6
FALSE POSITIVE,0.0,1,0,0,0,417340.0,20.733748565,661.0,2236.7
FALSE POSITIVE,0.0,1,0,0,0,2749.5,9.948701372999999,704.0,103.1
FALSE POSITIVE,0.0,0,1,1,1,1943.6,0.585940879,1873.0,189.9
FALSE POSITIVE,0.0,0,1,0,0,54.9,0.50818743,3274.0,29.1
FALSE POSITIVE,0.0,1,0,0,0,126980.0,2.4279678430000002,2275.0,472.8
CANDIDATE,0.804,0,0,0,0,123.3,6.33342309,625.0,7.5
FALSE POSITIVE,0.0,1,0,0,0,236720.0,12.643303542,443.0,2907.6
FALSE POSITIVE,0.0,1,0,0,0,58790.0,9.12208711,904.0,1599.1
FALSE POSITIVE,0.231,0,1,0,0,235.9,361.51099,733.0,9.3
FALSE POSITIVE,0.0,1,0,0,0,206810.0,10.88242209,894.0,4284.2
FALSE POSITIVE,0.0,1,0,0,0,289820.0,1.734221252,1114.0,542.2
FALSE POSITIVE,0.0,1,0,0,0,247180.0,10.26782676,1136.0,5758.7
FALSE POSITIVE,0.0,0,1,1,0,140920.0,0.609662423,3834.0,3250.1
FALSE POSITIVE,0.0,0,0,1,1,49.9,1.89114441,932.0,16.7
FALSE POSITIVE,0.0,0,1,1,1,69.4,0.566797404,1890.0,18.8
FALSE POSITIVE,0.0,1,0,0,0,14160.0,1.258274109,1207.0,669.1
CANDIDATE,0.827,0,0,0,0,123.1,6.76890076,1017.0,10.8
FALSE POSITIVE,0.0,0,0,1,0,60.6,1.7317958,1825.0,10.5
FALSE POSITIVE,0.0,1,0,0,0,434330.0,5.627911312999999,1167.0,2890.7
FALSE POSITIVE,0.0,0,0,1,0,39.4,2.24294107,1654.0,12.1
FALSE POSITIVE,0.0,1,0,1,1,3001.0,2.189097,647.0,13.5
FALSE POSITIVE,0.0,1,0,0,0,238520.0,5.882036053999999,1114.0,2168.4
FALSE POSITIVE,0.0,0,1,0,0,386980.0,19.35954117,942.0,3590.2
FALSE POSITIVE,0.0,1,0,0,0,364350.0,2.534740757,1230.0,675.7
FALSE POSITIVE,0.0,1,0,0,0,314680.0,1.8275588980000002,2178.0,920.8
CANDIDATE,0.999,0,0,0,0,86.4,0.565713361,1917.0,11.6
FALSE POSITIVE,0.0,1,0,0,0,69626.0,7.047106212,1846.0,548.5
FALSE POSITIVE,0.0,0,1,1,0,198.9,0.933747375,2003.0,35.9
CANDIDATE,0.993,0,0,0,0,576.6,43.535891,444.0,13.9
FALSE POSITIVE,0.0,0,1,1,0,198.0,0.5667998329999999,1900.0,54.0
FALSE POSITIVE,0.0,1,0,0,0,65411.0,22.673145675,684.0,912.0
FALSE POSITIVE,0.0,1,0,1,0,28.4,0.6844963690000001,2913.0,16.3
FALSE POSITIVE,0.0,1,0,0,0,67299.0,8.643550046,779.0,849.3
FALSE POSITIVE,0.0,0,1,0,0,152680.0,1.0254659240000001,2710.0,1120.8
FALSE POSITIVE,0.002,1,0,0,0,87537.0,2.30118753,2783.0,404.8
FALSE POSITIVE,0.0,0,0,1,1,59.5,1.33256167,1326.0,13.0
FALSE POSITIVE,0.0,1,0,0,0,199160.0,5.357409918,1492.0,936.1
FALSE POSITIVE,0.0,1,0,0,0,187430.0,2.2644717130000003,2103.0,873.7
CANDIDATE,0.971,0,0,0,0,26.4,2.44693823,1379.0,9.0
FALSE POSITIVE,0.0,0,1,0,0,63502.0,9.469191607,1679.0,4419.3
FALSE POSITIVE,0.0,0,1,0,0,399530.0,1.9263669980000002,1204.0,1093.2
FALSE POSITIVE,0.0,0,1,0,0,54.0,0.535493486,3181.0,5.1
FALSE POSITIVE,0.0,1,0,0,1,73.5,0.876941133,1938.0,12.3
FALSE POSITIVE,0.0,1,0,0,0,16676.0,10.67459836,1083.0,1845.6
FALSE POSITIVE,0.0,1,0,0,0,299740.0,11.578946873,869.0,2456.3
CANDIDATE,1.0,0,0,0,0,277.1,2.853133997,1016.0,39.7
FALSE POSITIVE,0.0,1,0,0,1,4993.8,0.9958614020000001,1477.0,272.0
CANDIDATE,0.909,0,0,0,0,4733.0,80.9669561,364.0,52.0
CANDIDATE,1.0,0,0,0,0,251.1,13.07141889,964.0,32.0
FALSE POSITIVE,0.0,1,0,0,1,161.4,0.616343903,2513.0,77.8
FALSE POSITIVE,0.0,1,0,1,0,1741.0,3.1748772,1410.0,98.6
FALSE POSITIVE,0.0,1,0,0,0,46677.0,1.827660875,1664.0,890.3
CANDIDATE,0.744,0,0,0,0,605.8,240.192808,298.0,12.0
FALSE POSITIVE,0.0,1,0,0,0,179040.0,22.271198510999998,515.0,2141.3
FALSE POSITIVE,0.0,1,0,0,0,512470.0,15.288709179000001,509.0,1758.7
FALSE POSITIVE,0.0,0,0,1,1,149.8,3.45423296,743.0,10.2
FALSE POSITIVE,0.0,1,0,0,0,53046.0,5.024768971,1159.0,696.5
FALSE POSITIVE,0.0,1,0,0,0,40248.0,3.431126546,1251.0,308.5
FALSE POSITIVE,0.0,1,0,0,0,120250.0,35.026564845,489.0,1607.2
FALSE POSITIVE,0.0,1,0,0,0,311860.0,8.258181992999999,809.0,2981.6
FALSE POSITIVE,0.0,1,0,0,1,235.3,0.423854275,1062.0,33.3
CANDIDATE,0.946,0,0,0,0,97.5,8.9772888,1113.0,10.3
CANDIDATE,0.972,0,0,0,0,98.5,3.62657392,1014.0,10.7
FALSE POSITIVE,0.0,1,0,0,0,426550.0,0.634946497,1475.0,541.4
FALSE POSITIVE,0.0,0,1,1,1,104.0,0.566800113,1180.0,18.1
FALSE POSITIVE,0.0,0,1,0,0,28640.0,1.2919642820000001,1249.0,45.8
FALSE POSITIVE,0.0,1,0,0,0,375340.0,2.980479588,1370.0,1737.7
CANDIDATE,0.851,0,0,0,0,47.6,7.8935324,1052.0,8.3
CANDIDATE,1.0,0,0,0,0,61.0,1.36752316,1684.0,11.7
FALSE POSITIVE,0.0,1,0,1,0,84.8,2.16146908,1487.0,11.8
CANDIDATE,0.869,0,0,0,0,22.5,1.04347858,2688.0,8.6
FALSE POSITIVE,0.0,1,0,0,0,4787.3,4.702495974,981.0,101.1
FALSE POSITIVE,0.0,0,0,1,1,278.0,1.705782214,1455.0,11.5
FALSE POSITIVE,0.0,1,0,0,1,115.6,0.646745436,2373.0,14.3
FALSE POSITIVE,0.0,1,0,0,0,1021.6,0.962590772,2026.0,90.4
FALSE POSITIVE,0.0,0,1,0,0,1944.0,364.33929,228.0,15.9
FALSE POSITIVE,0.0,1,0,0,0,24372.0,28.507877538000002,613.0,449.0
CANDIDATE,1.0,0,0,0,0,466.6,148.179343,367.0,12.5
FALSE POSITIVE,0.0,0,0,1,1,123.6,1.3274511,1009.0,16.6
FALSE POSITIVE,0.0,0,1,0,0,1035.7,476.727302,530.0,17.9
FALSE POSITIVE,0.002,0,0,0,1,134.1,0.8903331,5714.0,10.8
FALSE POSITIVE,0.0,1,0,0,0,118440.0,34.188302705,660.0,2594.9
FALSE POSITIVE,0.0,1,0,0,0,37964.0,4.4082957160000005,942.0,386.1
FALSE POSITIVE,0.0,0,0,1,0,66.1,3.04459739,1076.0,18.2
CANDIDATE,0.979,0,0,0,0,37.9,5.1581317,1642.0,13.0
FALSE POSITIVE,0.0,1,0,0,0,97123.0,3.9093143180000003,1364.0,1587.6
CANDIDATE,0.999,0,0,0,0,293.9,12.834857,755.0,9.4
CANDIDATE,0.997,0,0,0,0,263.1,12.54474243,840.0,10.8
FALSE POSITIVE,0.0,0,0,1,0,33.6,2.31610674,1559.0,13.0
FALSE POSITIVE,0.035,0,1,0,0,5948.7,281.509095,685.0,182.5
CANDIDATE,0.925,0,0,0,0,283.6,5.70509519,947.0,9.2
FALSE POSITIVE,0.0,1,0,0,0,81103.0,13.639480425,680.0,664.1
FALSE POSITIVE,0.001,1,0,0,1,109.1,1.81993557,907.0,10.1
FALSE POSITIVE,0.235,0,1,0,0,581.0,37.0200232,507.0,6.6
CANDIDATE,0.953,0,0,0,0,187.3,0.762950224,1651.0,15.8
CANDIDATE,0.999,0,0,0,0,64.8,10.8614163,899.0,12.9
CANDIDATE,1.0,0,0,0,0,72.8,5.78159956,1475.0,16.4
CANDIDATE,0.91,0,0,0,0,108.3,11.49589567,1057.0,13.2
CANDIDATE,0.949,0,0,0,0,792.5,153.979362,330.0,16.1
CANDIDATE,0.928,0,0,0,0,437.3,264.466625,346.0,27.0
FALSE POSITIVE,0.0,1,0,0,0,232350.0,0.9588711440000001,1743.0,1191.2
FALSE POSITIVE,0.0,0,1,1,1,162.4,12.4239677,606.0,12.8
FALSE POSITIVE,0.0,1,0,0,0,119630.0,9.58405667,1212.0,2595.9
FALSE POSITIVE,0.0,0,0,0,1,54.8,1.06995136,1991.0,10.8
FALSE POSITIVE,0.0,1,0,0,1,59.6,2.51690133,1430.0,10.0
FALSE POSITIVE,0.0,0,1,1,1,105.4,0.5366497,2142.0,10.6
CANDIDATE,0.991,0,0,0,0,54.5,8.2553499,1462.0,10.0
FALSE POSITIVE,0.034,0,1,0,0,205.1,33.8938177,527.0,6.8
FALSE POSITIVE,0.0,0,0,1,1,52.0,1.061937837,1757.0,16.3
FALSE POSITIVE,0.0,1,0,0,0,461960.0,24.238241803,793.0,1126.4
CANDIDATE,1.0,0,0,0,0,151.5,6.65171459,713.0,10.0
FALSE POSITIVE,0.0,1,0,0,1,140580.0,1.0755770690000002,2094.0,1589.6
FALSE POSITIVE,0.0,0,1,0,0,277000.0,4.800232532,941.0,893.6
FALSE POSITIVE,0.0,1,0,0,0,222170.0,33.159475805999996,1068.0,3733.6
FALSE POSITIVE,0.0,1,0,0,0,1003.0,20.7106853,1246.0,154.4
FALSE POSITIVE,0.0,1,0,0,0,17703.0,31.953038766,864.0,1364.9
FALSE POSITIVE,0.0,0,0,1,1,117.4,31.97181,521.0,11.1
FALSE POSITIVE,0.0,0,1,0,1,158.3,0.981399749,1820.0,16.2
CANDIDATE,0.978,0,0,0,0,345.0,15.07277287,635.0,13.0
FALSE POSITIVE,0.0,0,0,1,1,55.0,2.97599368,1395.0,13.0
FALSE POSITIVE,0.086,0,1,0,0,155.4,137.396194,517.0,13.2
FALSE POSITIVE,0.0,1,0,0,0,488040.0,100.303613,421.0,354.7
CANDIDATE,0.786,0,0,0,0,123.6,2.43135542,1422.0,9.3
FALSE POSITIVE,0.0,1,0,0,0,125420.0,1.795273026,1642.0,877.8
FALSE POSITIVE,0.0,0,1,1,0,27.0,1.02547271,2657.0,10.9
FALSE POSITIVE,0.0,1,0,0,0,174010.0,16.294213708,929.0,7486.2
CANDIDATE,0.852,0,0,0,0,102.7,8.0018897,864.0,9.8
CANDIDATE,0.947,0,0,0,0,442.9,317.062416,218.0,9.8
FALSE POSITIVE,0.0,0,1,0,0,26190.0,0.82206761,2941.0,486.3
FALSE POSITIVE,0.0,0,1,0,0,454.5,8.9648813,1040.0,109.9
FALSE POSITIVE,0.0,1,0,0,0,152670.0,7.448375935,871.0,1837.9
FALSE POSITIVE,0.0,1,0,0,0,198770.0,2.071939672,1696.0,2409.8
FALSE POSITIVE,0.0,0,1,0,1,773.5,0.967073359,1867.0,92.4
FALSE POSITIVE,0.0,0,1,1,1,557.8,25.9522913,567.0,14.0
CANDIDATE,0.79,0,0,0,0,60.0,7.23524221,948.0,15.2
CANDIDATE,1.0,0,0,0,0,249.0,11.8187288,919.0,10.3
FALSE POSITIVE,0.0,1,0,0,0,140030.0,4.292599453999999,1319.0,1329.6
FALSE POSITIVE,0.0,1,0,0,0,361390.0,4.305917719,1266.0,6104.8
FALSE POSITIVE,0.0,1,0,0,0,119590.0,25.321698729,655.0,673.3
FALSE POSITIVE,0.0,1,0,0,0,36784.0,8.627475562,1446.0,1157.5
FALSE POSITIVE,0.0,0,1,1,0,12.3,0.566800593,2783.0,10.4
FALSE POSITIVE,0.0,1,0,1,1,74.9,0.7054553490000001,1693.0,18.0
CANDIDATE,0.619,0,0,0,0,114.9,0.849362238,1498.0,11.9
FALSE POSITIVE,0.01,0,1,0,0,125.2,224.591055,392.0,8.2
CANDIDATE,1.0,0,0,0,0,174.5,26.524553,695.0,10.2
FALSE POSITIVE,0.0,1,0,0,1,78.3,0.534109403,5513.0,37.0
CANDIDATE,0.925,0,0,0,0,82.9,61.611129,597.0,22.0
FALSE POSITIVE,0.0,1,0,0,0,48375.0,16.832079803,1243.0,5156.6
CANDIDATE,0.97,0,0,0,0,502.5,34.6506368,1191.0,21.6
FALSE POSITIVE,0.0,0,0,1,1,110.4,0.905672916,1468.0,12.1
FALSE POSITIVE,0.0,1,0,0,1,13.5,1.14073528,3190.0,7.8
FALSE POSITIVE,0.0,1,0,0,0,302580.0,12.591656377,642.0,3990.5
FALSE POSITIVE,0.0,1,0,0,0,185510.0,13.68369259,635.0,3641.6
FALSE POSITIVE,0.0,1,0,0,0,104560.0,1.35337091,1444.0,303.0
FALSE POSITIVE,0.0,1,0,0,0,125480.0,18.74072534,717.0,2964.7
FALSE POSITIVE,0.0,1,0,0,1,1028.7,4.944927575,728.0,62.5
FALSE POSITIVE,0.0,0,1,1,1,202.6,12.4227918,634.0,15.5
FALSE POSITIVE,0.0,1,0,0,0,6120.1,4.429633087,950.0,166.3
FALSE POSITIVE,0.036,0,1,0,0,263.8,4.2742605,1326.0,11.4
FALSE POSITIVE,0.0,0,1,0,0,288.1,2.32539968,2501.0,79.9
CANDIDATE,0.96,0,0,0,0,248.0,3.09872834,579.0,10.1
CANDIDATE,0.358,0,0,0,0,445.3,129.222771,288.0,12.0
CANDIDATE,0.978,0,0,0,0,46.1,3.07551068,1389.0,10.1
CANDIDATE,0.994,0,0,0,0,28.1,4.25907841,1253.0,11.5
CANDIDATE,0.78,0,0,0,0,192.0,4.83014159,1039.0,11.7
FALSE POSITIVE,0.0,0,1,1,1,149.0,0.7058162029999999,2109.0,19.6
FALSE POSITIVE,0.0,0,1,1,1,23.0,0.566792936,3114.0,14.3
FALSE POSITIVE,0.0,0,0,0,1,714.4,24.2783801,432.0,13.6
FALSE POSITIVE,0.0,1,1,1,1,465.5,24.2382519,597.0,11.3
FALSE POSITIVE,0.0,0,1,0,0,174.7,8.80854183,1000.0,137.3
CANDIDATE,1.0,0,0,0,0,213.4,6.60180003,875.0,8.1
FALSE POSITIVE,0.0,0,0,1,0,71.3,1.45728997,1665.0,15.5
FALSE POSITIVE,0.273,0,0,0,1,301.6,21.8660922,730.0,9.2
CANDIDATE,0.324,0,0,0,0,298.2,382.5891,305.0,10.5
FALSE POSITIVE,0.0,1,0,0,0,19401.0,0.766298172,2163.0,368.9
FALSE POSITIVE,0.0,1,0,0,0,13438.0,2.313367981,1180.0,733.6
CANDIDATE,0.955,0,0,0,0,72.7,1.118510435,1684.0,9.9
CANDIDATE,1.0,0,0,0,0,161.8,2.28494301,1180.0,10.6
FALSE POSITIVE,0.0,0,0,1,1,93.5,5.2439783,1068.0,13.1
FALSE POSITIVE,0.0,1,0,0,0,630520.0,3.989144446,996.0,2055.9
FALSE POSITIVE,0.0,0,0,1,1,172.1,0.93374699,3442.0,25.5
FALSE POSITIVE,0.0,1,0,0,0,414350.0,45.43324862,529.0,1337.0
FALSE POSITIVE,0.0,0,0,1,0,36.0,2.03742712,1812.0,11.4
FALSE POSITIVE,0.0,1,0,0,0,101480.0,9.089355023,1511.0,756.4
FALSE POSITIVE,0.0,0,1,1,1,12867.0,9.449438672000001,1152.0,231.4
FALSE POSITIVE,0.0,0,1,0,0,271860.0,15.926632768,670.0,2278.9
FALSE POSITIVE,0.0,1,0,0,0,25208.0,3.693702974,1453.0,568.7
FALSE POSITIVE,0.0,1,0,0,0,182170.0,67.41958542,470.0,836.0
FALSE POSITIVE,0.074,0,1,0,0,182.5,11.9283194,632.0,10.6
FALSE POSITIVE,0.0,1,0,0,0,520070.0,10.303356001000001,787.0,2039.1
FALSE POSITIVE,0.0,1,0,0,0,48674.0,0.9570791670000001,2441.0,3062.6
FALSE POSITIVE,0.0,1,0,0,0,71631.0,2.892087553,1225.0,563.9
CANDIDATE,0.888,0,0,0,0,104.7,8.3613732,793.0,9.5
CANDIDATE,0.999,0,0,0,0,237.5,3.74318005,999.0,10.5
FALSE POSITIVE,0.0,1,0,0,0,164740.0,106.17593813,441.0,7056.8
CANDIDATE,0.522,0,0,0,0,253380.0,394.67816267,235.0,1500.7
FALSE POSITIVE,0.0,1,0,0,0,419210.0,10.9938268,627.0,469.5
FALSE POSITIVE,0.0,0,1,0,1,76.5,45.5827119,957.0,9.6
FALSE POSITIVE,0.0,0,1,0,0,140330.0,623.005238,229.0,2386.6
FALSE POSITIVE,0.0,0,1,0,1,931.8,396.048721,370.0,39.4
FALSE POSITIVE,0.0,1,0,1,1,644.5,2.858879267,3638.0,37.1
FALSE POSITIVE,0.0,1,0,0,1,164.1,0.6033515220000001,3730.0,20.6
FALSE POSITIVE,0.0,1,0,0,0,249670.0,1.88984957,1221.0,401.5
FALSE POSITIVE,0.0,1,0,0,0,45700.0,16.434352830999998,789.0,2171.4
FALSE POSITIVE,0.0,0,1,0,0,43.2,1.39797542,1316.0,15.5
FALSE POSITIVE,0.0,1,0,0,0,305450.0,0.8436512740000001,1553.0,1509.3
FALSE POSITIVE,0.0,1,0,0,0,334160.0,17.445640466,682.0,4093.9
CANDIDATE,0.998,0,0,0,0,137.1,3.84615171,1199.0,9.3
FALSE POSITIVE,0.0,0,1,1,1,13.9,0.61566096,3459.0,8.5
FALSE POSITIVE,0.0,0,0,1,1,45.1,2.61844178,2033.0,12.7
FALSE POSITIVE,0.0,1,0,0,0,464520.0,19.40669392,597.0,1496.8
CANDIDATE,0.996,0,0,0,0,554.7,4.84847245,667.0,11.4
FALSE POSITIVE,0.0,1,0,0,0,192280.0,24.261683827,659.0,5083.9
FALSE POSITIVE,0.0,1,0,0,0,43491.0,8.667826242,1225.0,4638.1
FALSE POSITIVE,0.0,1,0,1,1,9482.0,15.71377375,728.0,98.1
CANDIDATE,0.958,0,0,0,0,100.6,12.654896,801.0,10.4
FALSE POSITIVE,0.0,0,0,1,1,72.2,2.97606298,2615.0,17.8
CANDIDATE,0.452,0,0,0,0,281.6,5.8229815,914.0,8.1
FALSE POSITIVE,0.0,0,0,0,1,217.5,1.8066314319999999,1059.0,10.4
CANDIDATE,1.0,0,0,0,0,103.7,4.37198905,1085.0,9.9
FALSE POSITIVE,0.0,0,1,1,0,58.7,0.91849333,2205.0,13.0
CANDIDATE,0.67,1,0,0,0,157610.0,0.76757669,1530.0,431.3
FALSE POSITIVE,0.0,0,0,1,1,48.6,0.530972263,2373.0,12.1
FALSE POSITIVE,0.0,1,0,0,0,347010.0,3.4816575889999997,1485.0,7428.7
CANDIDATE,0.951,0,0,0,0,395.2,279.036565,323.0,31.7
FALSE POSITIVE,0.0,1,0,0,0,6501.7,7.544804312,1233.0,587.2
FALSE POSITIVE,0.0,1,0,0,0,25342.0,4.442517008,1258.0,396.2
FALSE POSITIVE,0.0,1,0,0,0,11701.0,0.875267982,1910.0,44.9
FALSE POSITIVE,0.0,1,0,0,0,121810.0,20.427232317,749.0,526.6
FALSE POSITIVE,0.0,1,0,0,1,112.6,0.364860478,1993.0,23.5
CANDIDATE,1.0,0,0,0,0,2568.8,7.1555473979999995,2049.0,124.6
FALSE POSITIVE,0.0,1,0,0,1,488.7,2.31164074,4074.0,24.6
CANDIDATE,0.627,0,0,0,0,449.0,49.1782244,468.0,9.4
FALSE POSITIVE,0.0,1,0,0,0,76231.0,18.527824075,1080.0,5547.2
FALSE POSITIVE,0.0,1,0,0,0,32548.0,63.52017525,745.0,1708.1
FALSE POSITIVE,0.0,1,0,0,0,157750.0,0.721624431,1604.0,514.4
FALSE POSITIVE,0.0,1,0,0,0,280750.0,30.130130000999998,753.0,2583.7
CANDIDATE,0.946,0,0,0,0,59099.0,17.3816224,756.0,1149.7
FALSE POSITIVE,0.0,1,0,0,0,8846.9,0.974477904,5205.0,801.7
FALSE POSITIVE,0.0,1,0,0,1,16188.0,2.069415479,1768.0,1148.3
CANDIDATE,1.0,0,0,0,0,412.4,5.15998178,574.0,9.9
FALSE POSITIVE,0.0,1,0,0,0,150680.0,2.479948394,1169.0,489.6
CANDIDATE,1.0,0,0,0,0,204.0,1.320499473,4477.0,12.0
FALSE POSITIVE,0.0,1,0,0,0,85995.0,8.947426242,1141.0,7878.0
FALSE POSITIVE,0.019,1,0,0,0,54894.0,5.902596817999999,1123.0,533.9
CANDIDATE,0.994,0,0,0,0,63.7,0.762132307,1872.0,11.5
CANDIDATE,0.993,0,0,0,0,30.0,4.02664625,1318.0,8.9
FALSE POSITIVE,0.0,1,0,0,0,59429.0,4.318726936,1091.0,394.4
FALSE POSITIVE,0.0,0,0,1,1,126.0,8.6532378,793.0,9.0
FALSE POSITIVE,0.0,0,1,0,1,3348.7,1.461270059,1253.0,131.0
FALSE POSITIVE,0.0,1,0,0,0,28618.0,37.59406667,554.0,485.8
CANDIDATE,1.0,0,0,0,0,145.2,2.68814059,1135.0,9.1
FALSE POSITIVE,0.0,1,0,0,0,477100.0,1.5065036859999998,3250.0,3289.1
FALSE POSITIVE,0.0,0,1,0,0,29.2,1.5765874,2946.0,27.9
FALSE POSITIVE,0.0,1,0,0,0,151430.0,1.3872067240000001,2619.0,1752.6
FALSE POSITIVE,0.0,0,1,1,1,139.0,12.424747,691.0,30.7
FALSE POSITIVE,0.0,1,0,0,0,277950.0,2.243015737,1813.0,5552.2
FALSE POSITIVE,0.0,1,0,0,0,213260.0,1.5415309190000002,2689.0,601.5
FALSE POSITIVE,0.0,1,0,0,1,54.0,0.523493764,3565.0,23.5
FALSE POSITIVE,0.113,0,1,0,0,147.6,27.765596,605.0,14.2
CANDIDATE,0.999,0,0,0,0,215.9,21.1579573,682.0,10.2
CANDIDATE,0.96,0,0,0,0,290.8,232.040326,327.0,15.2
CANDIDATE,1.0,0,0,0,0,691.3,5.34264143,799.0,19.9
CANDIDATE,0.866,0,0,0,0,183.8,11.8496351,802.0,9.6
FALSE POSITIVE,0.0,1,0,1,0,114.6,0.7337264520000001,1867.0,13.8
FALSE POSITIVE,0.0,0,0,1,0,42.3,2.00383703,1518.0,10.5
FALSE POSITIVE,0.0,0,1,1,0,69.5,0.566809491,1656.0,21.0
FALSE POSITIVE,0.0,1,0,0,0,23842.0,1.51264208,1357.0,262.6
CANDIDATE,0.948,0,0,0,0,276.7,6.933574,829.0,8.0
FALSE POSITIVE,0.0,0,1,1,1,182.8,7.2949175,763.0,18.9
FALSE POSITIVE,0.0,1,0,1,0,3670.4,0.905677864,3989.0,107.4
CANDIDATE,0.869,1,0,0,0,96134.0,1.608363345,1133.0,312.3
CANDIDATE,1.0,0,0,0,0,950.1,103.4269873,416.0,17.8
FALSE POSITIVE,0.0,0,1,0,0,176.6,0.792023257,1300.0,49.6
FALSE POSITIVE,0.0,0,1,1,1,233.6,0.8663448159999999,3569.0,46.5
FALSE POSITIVE,0.0,1,0,0,0,728.8,17.51191534,2246.0,41.0
FALSE POSITIVE,0.0,1,0,0,0,487820.0,3.044771557,2816.0,3684.9
FALSE POSITIVE,0.0,0,0,0,1,2337.1,2.131225773,1555.0,215.6
FALSE POSITIVE,0.0,1,0,0,0,394230.0,15.926990634000001,566.0,3458.3
FALSE POSITIVE,0.0,1,0,0,0,120210.0,10.476258265,1077.0,8251.5
FALSE POSITIVE,0.0,1,0,0,0,175470.0,4.694218481,946.0,739.8
FALSE POSITIVE,0.0,1,0,0,0,253150.0,2.179924994,1448.0,4541.1
FALSE POSITIVE,0.0,1,0,0,0,409710.0,2.6228301,1403.0,5312.7
CANDIDATE,0.954,0,0,0,0,254.2,42.294739,1083.0,25.2
CANDIDATE,0.946,0,0,0,0,314.0,17.3695112,588.0,8.6
FALSE POSITIVE,0.0,1,0,0,0,88195.0,3.454241684,2010.0,6581.3
FALSE POSITIVE,0.0,0,1,1,1,64.0,0.566790294,2432.0,22.6
FALSE POSITIVE,0.0,1,0,0,0,107660.0,7.11879848,819.0,1483.2
FALSE POSITIVE,0.0,1,0,0,0,336980.0,14.665759784,712.0,1143.6
FALSE POSITIVE,0.0,0,1,1,0,89.7,0.566801906,1344.0,27.0
CANDIDATE,0.997,0,0,0,0,35.4,0.576732089,1537.0,9.1
CANDIDATE,0.875,0,0,0,0,47.1,7.1969168,1132.0,10.4
FALSE POSITIVE,0.0,1,0,0,0,99056.0,0.734426335,2106.0,429.7
FALSE POSITIVE,0.0,0,0,1,1,51.6,1.75643185,1366.0,9.6
FALSE POSITIVE,0.0,1,0,0,0,315890.0,60.2976774,481.0,1215.8
FALSE POSITIVE,0.0,1,0,0,0,418380.0,2.521245368,1241.0,1495.4
FALSE POSITIVE,0.0,1,0,0,1,75590.0,0.8920617340000001,1724.0,398.1
